NO;KODE BARANG;NAMA BARANG;SATUAN;SALDO AWAL;HARGA;TOTAL
d3fbd8ae-7fc9-11e6-aed5-000476f4fa98;2.12.313;Suku Cadang Kendaraan Corter isuzu elf;buah;;;
d3fbe35f-7fc9-11e6-aed5-000476f4fa98;2.12.314;Suku Cadang Kendaraan Drak laker isuzu elf;buah;;;
d3fbee1d-7fc9-11e6-aed5-000476f4fa98;2.12.315;Suku Cadang Kendaraan Filter oil isuzu elf;buah;;;
d3fbf8e2-7fc9-11e6-aed5-000476f4fa98;2.12.316;Suku Cadang Kendaraan Filter set solar isuzu elf;buah;;;
d3fc03a7-7fc9-11e6-aed5-000476f4fa98;2.12.317;Suku Cadang Kendaraan Gardan pignyon isuzu elf;buah;;;
d3fc0f87-7fc9-11e6-aed5-000476f4fa98;2.12.318;Suku Cadang Kendaraan Kampas kopling isuzu elf;buah;;;
d3fc1a75-7fc9-11e6-aed5-000476f4fa98;2.12.319;Suku Cadang Kendaraan Kampas rem isuzu elf;buah;;;
d3fc2556-7fc9-11e6-aed5-000476f4fa98;2.12.320;Suku Cadang Kendaraan Karet rem isuzu elf;set;;;
d3fc3047-7fc9-11e6-aed5-000476f4fa98;2.12.321;Suku Cadang Kendaraan Klep/ring klep isuzu elf;buah;;;
d3fc3b3a-7fc9-11e6-aed5-000476f4fa98;2.12.322;Suku Cadang Kendaraan Metal duduk isuzu elf;buah;;;
d3fc4618-7fc9-11e6-aed5-000476f4fa98;2.12.323;Suku Cadang Kendaraan Metal jalan isuzu elf;buah;;;
d3fc5112-7fc9-11e6-aed5-000476f4fa98;2.12.324;Suku Cadang Kendaraan Peking mesin isuzu elf;buah;;;
d3fc5e65-7fc9-11e6-aed5-000476f4fa98;2.12.325;Suku Cadang Kendaraan Peking set isuzu elf;buah;;;
d3fc6764-7fc9-11e6-aed5-000476f4fa98;2.12.326;Suku Cadang Kendaraan Persneling gigi isuzu elf;buah;;;
d3fc7102-7fc9-11e6-aed5-000476f4fa98;2.12.327;Suku Cadang Kendaraan Ring piston isuzu elf;buah;;;
d3fc7a0c-7fc9-11e6-aed5-000476f4fa98;2.12.328;Suku Cadang Kendaraan Seker/piston isuzu elf;buah;;;
d3fc8320-7fc9-11e6-aed5-000476f4fa98;2.12.329;Suku Cadang Kendaraan Silinder/bouring isuzu elf;buah;;;
d3fc8c39-7fc9-11e6-aed5-000476f4fa98;2.12.330;Suku Cadang Kendaraan Stang seker isuzu elf;buah;;;
d3fc9552-7fc9-11e6-aed5-000476f4fa98;2.12.331;Suku Cadang Kendaraan Verpak manipol isuzu elf;buah;;;
d3fc9e77-7fc9-11e6-aed5-000476f4fa98;2.12.332;Suku cadang buldoser dan Loader Alternator;buah;;;
d3fca836-7fc9-11e6-aed5-000476f4fa98;2.12.333;Suku cadang buldoser dan Loader Ban Back hoe Loader;buah;;;
d3fcb19c-7fc9-11e6-aed5-000476f4fa98;2.12.334;Suku cadang buldoser dan Loader Conrod;buah;;;
d3fcbad7-7fc9-11e6-aed5-000476f4fa98;2.12.335;Suku cadang buldoser dan Loader Crankshaf;buah;;;
d3fcc413-7fc9-11e6-aed5-000476f4fa98;2.12.336;Suku cadang buldoser dan Loader Cyl linier;buah;;;
d3fccd4a-7fc9-11e6-aed5-000476f4fa98;2.12.337;Suku cadang buldoser dan Loader Elektric sistem;buah;;;
d3fcd6a0-7fc9-11e6-aed5-000476f4fa98;2.12.338;Suku cadang buldoser dan Loader Engine mounting;buah;;;
d3fce09a-7fc9-11e6-aed5-000476f4fa98;2.12.339;Suku cadang buldoser dan Loader Gasket full set;buah;;;
d3fce9bf-7fc9-11e6-aed5-000476f4fa98;2.12.340;Suku cadang buldoser dan Loader Metal duduk;buah;;;
d3fcf2fa-7fc9-11e6-aed5-000476f4fa98;2.12.341;Suku cadang buldoser dan Loader Metal jalan;buah;;;
d3fcfc2f-7fc9-11e6-aed5-000476f4fa98;2.12.342;Suku cadang buldoser dan Loader Metal trusth;buah;;;
d3fd057f-7fc9-11e6-aed5-000476f4fa98;2.12.343;Suku cadang buldoser dan Loader Motor stater;buah;;;
d3fd0ec6-7fc9-11e6-aed5-000476f4fa98;2.12.344;Suku cadang buldoser dan Loader Piston;buah;;;
d3fd1833-7fc9-11e6-aed5-000476f4fa98;2.12.345;Suku cadang buldoser dan Loader Repair kit arm cyl exavator;buah;;;
d3fd21a5-7fc9-11e6-aed5-000476f4fa98;2.12.346;Suku cadang buldoser dan Loader Repair kit boom cyl exavator;buah;;;
d3fd2b22-7fc9-11e6-aed5-000476f4fa98;2.12.347;Suku cadang buldoser dan Loader Repair kit boom cyl loader;buah;;;
d3fd34cd-7fc9-11e6-aed5-000476f4fa98;2.12.348;Suku cadang buldoser dan Loader Repair kit dump cyl loader;buah;;;
d3fd3e67-7fc9-11e6-aed5-000476f4fa98;2.12.349;Suku cadang buldoser dan Loader Repair kit jack seal cyl exavator;buah;;;
d3fd49bf-7fc9-11e6-aed5-000476f4fa98;2.12.350;Suku cadang buldoser dan Loader Repair kit jack seal cyl exavator;buah;;;
d3fd6a2b-7fc9-11e6-aed5-000476f4fa98;2.12.351;Suku cadang buldoser dan Loader Repair swing kit bucket cyl exavator;buah;;;
d3fd73d7-7fc9-11e6-aed5-000476f4fa98;2.12.352;Suku cadang buldoser dan Loader Ring piston;buah;;;
d3fd7f4d-7fc9-11e6-aed5-000476f4fa98;2.12.353;Suku Cadang Kendaraan ACCU Hybrid N 100;buah;;;
d3fd88a1-7fc9-11e6-aed5-000476f4fa98;2.12.354;Suku Cadang Kendaraan ACCU Hybrid N 70;buah;;;
d3fd9200-7fc9-11e6-aed5-000476f4fa98;2.12.355;Suku Cadang Kendaraan ACCU Hybrid N70 Z;buah;;;
d3fd9b68-7fc9-11e6-aed5-000476f4fa98;2.12.356;Suku Cadang Kendaraan ACCU Hybrid NS 40;buah;;;
d3fda4cf-7fc9-11e6-aed5-000476f4fa98;2.12.357;Suku Cadang Kendaraan ACCU Hybrid NS 40 2;buah;;;
d3fdae37-7fc9-11e6-aed5-000476f4fa98;2.12.358;Suku Cadang Kendaraan ACCU Hybrid NS 40 SL;buah;;;
d3fdb7a9-7fc9-11e6-aed5-000476f4fa98;2.12.359;Suku Cadang Kendaraan ACCU Hybrid NS 50 Z;buah;;;
d3fdc11f-7fc9-11e6-aed5-000476f4fa98;2.12.360;Suku Cadang Kendaraan ACCU Hybrid NS 60;buah;;;
d3fdcaa0-7fc9-11e6-aed5-000476f4fa98;2.12.361;Suku Cadang Kendaraan ACCU Hybrid NS 60 L;buah;;;
d3fdd431-7fc9-11e6-aed5-000476f4fa98;2.12.362;Suku Cadang Kendaraan ACCU Hybrid NS 60 S;buah;;;
d3fdde31-7fc9-11e6-aed5-000476f4fa98;2.12.363;Suku Cadang Kendaraan ACCU Hybrid NS 70;buah;;;
d3fde828-7fc9-11e6-aed5-000476f4fa98;2.12.364;Suku Cadang Kendaraan ACCU Hybrid NS 120 A;buah;;;
d3fdf1e1-7fc9-11e6-aed5-000476f4fa98;2.12.365;Suku Cadang Kendaraan ACCU Maintenance Free NS 40;buah;;;
d3fdfba8-7fc9-11e6-aed5-000476f4fa98;2.12.366;Suku Cadang Kendaraan ACCU Maintenance Free NS 40 Z (L)MF;buah;;;
d3fe0614-7fc9-11e6-aed5-000476f4fa98;2.12.367;Suku Cadang Kendaraan ACCU Maintenance Free NS 40 Z MF;buah;;;
d3fe0fc0-7fc9-11e6-aed5-000476f4fa98;2.12.368;Suku Cadang Kendaraan ACCU Maintenance Free NS 50 MF;buah;;;
d3fe197a-7fc9-11e6-aed5-000476f4fa98;2.12.369;Suku Cadang Kendaraan ACCU Maintenance Free NS 50 Z MF;buah;;;
d3fe2336-7fc9-11e6-aed5-000476f4fa98;2.12.370;Suku Cadang Kendaraan ACCU Maintenance Free NS 60 L (S) MF;buah;;;
d3fe2ce9-7fc9-11e6-aed5-000476f4fa98;2.12.371;Suku Cadang Kendaraan ACCU Maintenance Free NS 60 L MF;buah;;;
d3fe3739-7fc9-11e6-aed5-000476f4fa98;2.12.372;Suku Cadang Kendaraan ACCU Maintenance Free NS 60 MF;buah;;;
d3fe40f9-7fc9-11e6-aed5-000476f4fa98;2.12.373;Suku Cadang Kendaraan ACCU Maintenance Free NS 60 S MF;buah;;;
d3fe4ace-7fc9-11e6-aed5-000476f4fa98;2.12.374;Suku Cadang Kendaraan ACCU Maintenance Free NS 70 MF;buah;;;
d3fe54be-7fc9-11e6-aed5-000476f4fa98;2.12.375;Suku Cadang Kendaraan Ban Luar Roda 4 (empat)  165/70 R 13 GT 770;buah;;;
d3fe5ea5-7fc9-11e6-aed5-000476f4fa98;2.12.376;Suku Cadang Kendaraan Ban Luar Roda 4 (empat)  175/70 R 13 GT 770;buah;;;
d3fe68a0-7fc9-11e6-aed5-000476f4fa98;2.12.377;Suku Cadang Kendaraan Ban Luar Roda 4 (empat)  185/70 R 13 GT 770;buah;;;
d3fe72a2-7fc9-11e6-aed5-000476f4fa98;2.12.378;Suku Cadang Kendaraan Ban Luar Roda 4 (empat)  185/70 R 14 GT 770;buah;;;
d3fe7d2e-7fc9-11e6-aed5-000476f4fa98;2.12.379;Suku Cadang Kendaraan Ban Luar Roda 4 (empat)  165/80 R 13 GT 880;buah;;;
d3fe8776-7fc9-11e6-aed5-000476f4fa98;2.12.380;Suku Cadang Kendaraan Ban Luar Roda 4 (empat)  185/80 R 14 GT 880;buah;;;
d3fe9242-7fc9-11e6-aed5-000476f4fa98;2.12.381;Suku Cadang Kendaraan Ban Luar Roda 4 (empat)  185/60 R 14 Eagle NCT3;buah;;;
d3fe9c48-7fc9-11e6-aed5-000476f4fa98;2.12.382;Suku Cadang Kendaraan Ban Luar Roda 4 (empat)  825-20 HM G 141;buah;;;
d3fea665-7fc9-11e6-aed5-000476f4fa98;2.12.383;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 186/65 R 14 Eagle Vbentura;buah;;;
d3feb070-7fc9-11e6-aed5-000476f4fa98;2.12.384;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 235/70 R 15 Eagle AT+4;buah;;;
d3feba88-7fc9-11e6-aed5-000476f4fa98;2.12.385;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 235/70 R 15 Eagle Wrangle;buah;;;
d3fec4a1-7fc9-11e6-aed5-000476f4fa98;2.12.386;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 5.00-12 Traction Hi Miler;buah;;;
d3fecec3-7fc9-11e6-aed5-000476f4fa98;2.12.387;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 5.50-13 Hi Miler G 11 play 6;buah;;;
d3fed8ed-7fc9-11e6-aed5-000476f4fa98;2.12.388;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 5.50-13 Hi Miler G 11 play 8;buah;;;
d3fee30f-7fc9-11e6-aed5-000476f4fa98;2.12.389;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 6.40-13 Hi Miler G 11;buah;;;
d3feed4d-7fc9-11e6-aed5-000476f4fa98;2.12.390;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 6.00-14 Hi Miler G 11;buah;;;
d3fef772-7fc9-11e6-aed5-000476f4fa98;2.12.391;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 6.00-13 Hi Miler G 8;buah;;;
d3ff0249-7fc9-11e6-aed5-000476f4fa98;2.12.392;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 7.00-14 Hi Miler G 141;buah;;;
d3ff0cae-7fc9-11e6-aed5-000476f4fa98;2.12.393;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 7.50-15 Hi Miler G 11;buah;;;
d3ff1796-7fc9-11e6-aed5-000476f4fa98;2.12.394;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 7.00-16 Hi Miler G 141;buah;;;
d3ff2377-7fc9-11e6-aed5-000476f4fa98;2.12.395;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 7.50-16 Hi Miler G 141;buah;;;
d3ff2de3-7fc9-11e6-aed5-000476f4fa98;2.12.396;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 185/80 SR 14 S.248 T;buah;;;
d3ff3821-7fc9-11e6-aed5-000476f4fa98;2.12.397;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 175/80 SR 14 S.248 T;buah;;;
d3ff4274-7fc9-11e6-aed5-000476f4fa98;2.12.398;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 165/80 SR 14 S.248 T;buah;;;
d3ff4cb7-7fc9-11e6-aed5-000476f4fa98;2.12.399;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 175/70 SR 14 S.350 T;buah;;;
d3ff5706-7fc9-11e6-aed5-000476f4fa98;2.12.400;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 190/60 HR 14 S.331 T;buah;;;
d3ff6162-7fc9-11e6-aed5-000476f4fa98;2.12.401;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 205/60 VR 15 RE-87 T;buah;;;
d3ff6bc2-7fc9-11e6-aed5-000476f4fa98;2.12.402;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 195/60 VR 15 RE-87 T;buah;;;
d3ff762b-7fc9-11e6-aed5-000476f4fa98;2.12.403;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 185/60 VR 15 RE-87 T;buah;;;
d3ff8096-7fc9-11e6-aed5-000476f4fa98;2.12.404;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 205/60 VR 14 RE-87 T;buah;;;
d3ff8b0b-7fc9-11e6-aed5-000476f4fa98;2.12.405;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 205/60 VR 15 RE-771 T;buah;;;
d3ff958b-7fc9-11e6-aed5-000476f4fa98;2.12.406;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 195/60 VR 15 RE-771 T;buah;;;
d3ffa015-7fc9-11e6-aed5-000476f4fa98;2.12.407;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 185/60 VR 14 RE-771 T;buah;;;
d3ffaaa0-7fc9-11e6-aed5-000476f4fa98;2.12.408;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 205/55 VR 16 E-55 NZT;buah;;;
d3ffb670-7fc9-11e6-aed5-000476f4fa98;2.12.409;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 205/50 VR 16 E-50 NZT;buah;;;
d3ffc121-7fc9-11e6-aed5-000476f4fa98;2.12.410;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 195/70 11 R 14 S.390 T;buah;;;
d3ffcb99-7fc9-11e6-aed5-000476f4fa98;2.12.411;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 185/70 11 R 14 S.390 T;buah;;;
d3ffd6ee-7fc9-11e6-aed5-000476f4fa98;2.12.412;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 185/65 11 R 14 S.325 T;buah;;;
d3ffe179-7fc9-11e6-aed5-000476f4fa98;2.12.413;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 235/70 SR 15 D 601 T;buah;;;
d3ffebff-7fc9-11e6-aed5-000476f4fa98;2.12.414;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 185/70 SR 13 S.337 T;buah;;;
d3fff689-7fc9-11e6-aed5-000476f4fa98;2.12.415;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 185/70 SR 14 S.337 T;buah;;;
d4000129-7fc9-11e6-aed5-000476f4fa98;2.12.416;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 175/70 SR 13 S.337 T;buah;;;
d4000bcc-7fc9-11e6-aed5-000476f4fa98;2.12.417;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 175/70 SR 13 S.337 T;buah;;;
d4001670-7fc9-11e6-aed5-000476f4fa98;2.12.418;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 175 R 13 6 PR D 601;buah;;;
d4002111-7fc9-11e6-aed5-000476f4fa98;2.12.419;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 165 R 13 6 PR D 601;buah;;;
d4002bc9-7fc9-11e6-aed5-000476f4fa98;2.12.420;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 30 X B13 R.15 LT 6 PR 694;buah;;;
d400367f-7fc9-11e6-aed5-000476f4fa98;2.12.421;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 30 X 9.50 R.15 LT 6 PR 694;buah;;;
d4004143-7fc9-11e6-aed5-000476f4fa98;2.12.422;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 215 / 55 R.17 93 V;buah;;;
d4004ca7-7fc9-11e6-aed5-000476f4fa98;2.12.423;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 205/55 R.16 S.15;buah;;;
d40057f5-7fc9-11e6-aed5-000476f4fa98;2.12.424;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 750-16;buah;;;
d4006296-7fc9-11e6-aed5-000476f4fa98;2.12.425;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 700-16;buah;;;
d4006d3a-7fc9-11e6-aed5-000476f4fa98;2.12.426;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 550 13 8 PR;buah;;;
d40077d6-7fc9-11e6-aed5-000476f4fa98;2.12.427;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 600- 13 8 PR;buah;;;
d4008289-7fc9-11e6-aed5-000476f4fa98;2.12.428;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) 450-12 8 PR ;buah;;;
d4008d80-7fc9-11e6-aed5-000476f4fa98;2.12.429;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) Bridgestone Turanza AR-10 (Seri 65) 205/65 VR15;buah;;;
d40098f9-7fc9-11e6-aed5-000476f4fa98;2.12.430;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) Bridgestone Techno T-370 (Seri 70) 185/70 SR14;buah;;;
d400a415-7fc9-11e6-aed5-000476f4fa98;2.12.431;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) Bridgestone Techno T-370 (Seri 70) 175/70 SR13;buah;;;
d400afcc-7fc9-11e6-aed5-000476f4fa98;2.12.432;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) Dunlop SP 2000 (VR Range 65) 205/65 VR15;buah;;;
d400badf-7fc9-11e6-aed5-000476f4fa98;2.12.433;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) Dunlop SP 70e (SR Range 70) 185/70 SR14;buah;;;
d400c5f8-7fc9-11e6-aed5-000476f4fa98;2.12.434;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) Dunlop SP 70e (SR Range 70) 175/70 SR13;buah;;;
d400d0e0-7fc9-11e6-aed5-000476f4fa98;2.12.435;Suku Cadang Kendaraan Ban Luar Roda 4 (empat) Dunlop 155 SR12;buah;;;
d400dbd6-7fc9-11e6-aed5-000476f4fa98;2.12.436;Suku Cadang Kendaraan Ban Dalam Roda 4 (empat) Ring 13;buah;;;
d400fb5b-7fc9-11e6-aed5-000476f4fa98;2.12.437;Suku Cadang Kendaraan Ban Dalam Roda 4 (empat) Ring 14;buah;;;
d4010699-7fc9-11e6-aed5-000476f4fa98;2.12.438;Suku Cadang Kendaraan Ban Dalam Roda 4 (empat) Ring 15;buah;;;
d4011173-7fc9-11e6-aed5-000476f4fa98;2.12.439;Suku Cadang Kendaraan Ban Dalam Roda 4 (empat) Ring 16;buah;;;
d4011c56-7fc9-11e6-aed5-000476f4fa98;2.12.440;Suku Cadang Kendaraan Ban Dalam Roda 4 (empat) Ring 17;buah;;;
d4012747-7fc9-11e6-aed5-000476f4fa98;2.12.441;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 2.25 (60/90) - 17;buah;;;
d401323e-7fc9-11e6-aed5-000476f4fa98;2.12.442;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 2.50 (70/90) - 17;buah;;;
d4013d31-7fc9-11e6-aed5-000476f4fa98;2.12.443;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 2.75 (80/90) - 17;buah;;;
d401482d-7fc9-11e6-aed5-000476f4fa98;2.12.444;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 3.00 (90/90) - 17;buah;;;
d4015322-7fc9-11e6-aed5-000476f4fa98;2.12.445;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 3.50 (100/90) - 17;buah;;;
d4015e3a-7fc9-11e6-aed5-000476f4fa98;2.12.446;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 2.50 (70/90) - 18;buah;;;
d4016946-7fc9-11e6-aed5-000476f4fa98;2.12.447;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 2.75 (80/90) - 18;buah;;;
d40176d6-7fc9-11e6-aed5-000476f4fa98;2.12.448;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 3.00 (90/90) - 18;buah;;;
d4018017-7fc9-11e6-aed5-000476f4fa98;2.12.449;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 3.50 (100/90) - 18;buah;;;
d40189e0-7fc9-11e6-aed5-000476f4fa98;2.12.450;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 2.25 (60/90) - 14;buah;;;
d401942a-7fc9-11e6-aed5-000476f4fa98;2.12.451;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 2.50 (70/90) - 14;buah;;;
d4019df7-7fc9-11e6-aed5-000476f4fa98;2.12.452;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 2.75 (80/90) - 14;buah;;;
d401a720-7fc9-11e6-aed5-000476f4fa98;2.12.453;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 3.00 (90/90) - 14;buah;;;
d401b061-7fc9-11e6-aed5-000476f4fa98;2.12.454;Suku Cadang Kendaraan Ban Luar Roda 2 (dua) 3.50 (100/90) - 14;buah;;;
d401b98a-7fc9-11e6-aed5-000476f4fa98;2.12.455;Suku Cadang Kendaraan Ban Dalam Roda 2 (dua) 2.25 -17;buah;;;
d401c2b0-7fc9-11e6-aed5-000476f4fa98;2.12.456;Suku Cadang Kendaraan Ban Dalam Roda 2 (dua) 250 - 17;buah;;;
d401cbf3-7fc9-11e6-aed5-000476f4fa98;2.12.457;Suku Cadang Kendaraan Ban Dalam Roda 2 (dua) 275 - 17;buah;;;
d401d52c-7fc9-11e6-aed5-000476f4fa98;2.12.458;Suku Cadang Kendaraan Ban Dalam Roda 2 (dua) 300 - 17;buah;;;
d401de76-7fc9-11e6-aed5-000476f4fa98;2.12.459;Suku Cadang Kendaraan Ban Dalam Roda 2 (dua) 250 - 18;buah;;;
d401e7c0-7fc9-11e6-aed5-000476f4fa98;2.12.460;Suku Cadang Kendaraan Ban Dalam Roda 2 (dua) 275 - 18;buah;;;
d401f10e-7fc9-11e6-aed5-000476f4fa98;2.12.461;Suku Cadang Kendaraan Ban Dalam Roda 2 (dua) 300 - 18;buah;;;
d401fa6d-7fc9-11e6-aed5-000476f4fa98;2.12.462;Suku Cadang Kendaraan Ban Dalam Roda 2 (dua) 250 - 14;buah;;;
d40203e2-7fc9-11e6-aed5-000476f4fa98;2.12.463;Suku Cadang Kendaraan Ban Dalam Roda 2 (dua) 275 - 14;buah;;;
d4020d45-7fc9-11e6-aed5-000476f4fa98;2.12.464;Suku Cadang Kendaraan Ban Dalam Roda 2 (dua) 300 - 14;buah;;;
d402174e-7fc9-11e6-aed5-000476f4fa98;2.12.465;Suku Cadang Kendaraan T. Lap (sliwer) 16 K;buah;;;
d402208b-7fc9-11e6-aed5-000476f4fa98;2.12.466;Suku Cadang Kendaraan T. Lap (sliwer) 15 K x A;buah;;;
d4022b1f-7fc9-11e6-aed5-000476f4fa98;2.12.467;Suku Cadang Kendaraan T. Lap (sliwer) 16 LX;buah;;;
d402346f-7fc9-11e6-aed5-000476f4fa98;2.12.468;Suku Cadang Kendaraan T. Lap (sliwer) 16 N;buah;;;
d4023dbe-7fc9-11e6-aed5-000476f4fa98;2.12.469;Suku Cadang Kendaraan T. Lap (sliwer) 20 R;buah;;;
d4024722-7fc9-11e6-aed5-000476f4fa98;2.12.470;Suku Cadang Kendaraan T. Lap (sliwer) 20 N;buah;;;
d4025084-7fc9-11e6-aed5-000476f4fa98;2.12.471;Suku Cadang Kendaraan T. Lap (sliwer) 20 MX;buah;;;
d40259e8-7fc9-11e6-aed5-000476f4fa98;2.12.472;Suku Cadang Kendaraan T. Lap (sliwer) 24 V;buah;;;
d4026383-7fc9-11e6-aed5-000476f4fa98;2.12.473;Suku Cadang Kendaraan T. Lap (sliwer) 8256 20 HM G141;buah;;;
d4026d9c-7fc9-11e6-aed5-000476f4fa98;2.12.474;Kebutuhan Kegiatan Pertambangan Palu Geologi Sedimen;unit;;;
d4027720-7fc9-11e6-aed5-000476f4fa98;2.12.475;Kebutuhan Kegiatan Pertambangan Kompas geologi;unit;;;
d40280cf-7fc9-11e6-aed5-000476f4fa98;2.12.476;Kebutuhan Kegiatan Pertambangan PH meter/Soil Tester type DM 5;unit;;;
d4028a9d-7fc9-11e6-aed5-000476f4fa98;2.12.477;Kebutuhan Kegiatan Pertambangan Theodolite  Leica Builder 100 ( 9 inci );unit;;;
d402945c-7fc9-11e6-aed5-000476f4fa98;2.12.478; Kebutuhan Kegiatan Pertambangan Theodolite  Topcon DT 205 L;unit;;;
d4029ef4-7fc9-11e6-aed5-000476f4fa98;2.12.479;Kebutuhan Kegiatan Pertambangan Stereoscope Photo Udara type MS 3;unit;;;
d402a886-7fc9-11e6-aed5-000476f4fa98;2.12.480;Kebutuhan Kegiatan Pertambangan Total Station;unit;;;
d402b23a-7fc9-11e6-aed5-000476f4fa98;2.12.481;Kebutuhan Kegiatan Pertambangan Total Station  Topcon ES 105;unit;;;
d402bbdf-7fc9-11e6-aed5-000476f4fa98;2.12.482;Kebutuhan Kegiatan Pertambangan  Total Station  Nikon DTM 322;unit;;;
d402c62d-7fc9-11e6-aed5-000476f4fa98;2.12.483;Kebutuhan Kegiatan Pertambangan DO meter;unit;;;
d402d018-7fc9-11e6-aed5-000476f4fa98;2.12.484;Kebutuhan Kegiatan Pertambangan Hammer Test Analog;unit;;;
d402d9dc-7fc9-11e6-aed5-000476f4fa98;2.12.485;Kebutuhan Kegiatan Pertambangan Digital altimeter;unit;;;
d402e39b-7fc9-11e6-aed5-000476f4fa98;2.12.486;Kebutuhan Kegiatan Pertambangan Curah Hujan Manual;unit;;;
d402ed61-7fc9-11e6-aed5-000476f4fa98;2.12.487;Kebutuhan Kegiatan Pertambangan Geomatic / Elektrik;unit;;;
d402f6e7-7fc9-11e6-aed5-000476f4fa98;2.12.488;Mesin Jahit Butterfly JH.8190;unit;;;
d4030073-7fc9-11e6-aed5-000476f4fa98;2.12.489;Mesin Jahit Butterfly JH.8530 A;unit;;;
d4030a10-7fc9-11e6-aed5-000476f4fa98;2.12.490;Mesin Jahit Butterfly JH.5832 A;unit;;;
d40313c1-7fc9-11e6-aed5-000476f4fa98;2.12.491;Mesin Jahit Juki Walking Foot DLU 1181N;unit;;;
d4031d6a-7fc9-11e6-aed5-000476f4fa98;2.12.492;Mesin Jahit Juki Hzl 27Z;unit;;;
d4032858-7fc9-11e6-aed5-000476f4fa98;2.12.493;Mesin Jahit Juki DDL 8100H;unit;;;
d40331ec-7fc9-11e6-aed5-000476f4fa98;2.12.494;Mesin Jahit Juki Hzl 35Z;unit;;;
d4033b70-7fc9-11e6-aed5-000476f4fa98;2.12.495;Mesin Jahit Juki 1850;unit;;;
d40345b2-7fc9-11e6-aed5-000476f4fa98;2.12.496;Mesin Jahit Juki Mo 6514;unit;;;
d4034f52-7fc9-11e6-aed5-000476f4fa98;2.12.497;Mesin Jahit Juki Hzl K65;unit;;;
