NO;KODE BARANG;NAMA BARANG;SATUAN;SALDO AWAL;HARGA;TOTAL
cb5883eb-7fc8-11e6-aed5-000476f4fa98;1.9.117;Cetak Kertas HVS, 60 gram Ukuran KTP 2 Muka 1 warna;rim;;;
cb588e40-7fc8-11e6-aed5-000476f4fa98;1.9.118;Cetak Kertas HVS, 60 gram Ukuran KTP 2 Muka 2 warna;rim;;;
cb589890-7fc8-11e6-aed5-000476f4fa98;1.9.119;Cetak Kertas HVS, 60 gram Ukuran KTP 2 Muka 3 warna;rim;;;
cb58a312-7fc8-11e6-aed5-000476f4fa98;1.9.120;Cetak Kertas HVS, 60 gram Ukuran KTP 2 Muka full color;rim;;;
cb58ad88-7fc8-11e6-aed5-000476f4fa98;1.9.121;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 1 Muka 1 warna;rim;;;
cb58b809-7fc8-11e6-aed5-000476f4fa98;1.9.122;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 1 Muka 2 warna;rim;;;
cb58c28f-7fc8-11e6-aed5-000476f4fa98;1.9.123;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 1 Muka 3 warna;rim;;;
cb58cd3c-7fc8-11e6-aed5-000476f4fa98;1.9.124;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 1 Muka full color;rim;;;
cb58d843-7fc8-11e6-aed5-000476f4fa98;1.9.125;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 2 Muka 1 warna;rim;;;
cb58e3fe-7fc8-11e6-aed5-000476f4fa98;1.9.126;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 2 Muka 2 warna;rim;;;
cb58ee67-7fc8-11e6-aed5-000476f4fa98;1.9.127;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 2 Muka 3 warna;rim;;;
cb58f8e0-7fc8-11e6-aed5-000476f4fa98;1.9.128;Cetak Kertas HVS, 60 gram Ukuran Kwitansi 2 Muka full color;rim;;;
cb590344-7fc8-11e6-aed5-000476f4fa98;1.9.129;Cetak Kertas HVS, 70 gram 1/2 Folio 1 Muka 1 warna;rim;;;
cb590da9-7fc8-11e6-aed5-000476f4fa98;1.9.130;Cetak Kertas HVS, 70 gram 1/2 Folio 1 Muka 2 warna;rim;;;
cb591811-7fc8-11e6-aed5-000476f4fa98;1.9.131;Cetak Kertas HVS, 70 gram 1/2 Folio 1 Muka 3 warna;rim;;;
cb592292-7fc8-11e6-aed5-000476f4fa98;1.9.132;Cetak Kertas HVS, 70 gram 1/2 Folio 1 Muka full color;rim;;;
cb592cfc-7fc8-11e6-aed5-000476f4fa98;1.9.133;Cetak Kertas HVS, 70 gram 1/2 Folio 2 Muka 1 warna;rim;;;
cb593774-7fc8-11e6-aed5-000476f4fa98;1.9.134;Cetak Kertas HVS, 70 gram 1/2 Folio 2 Muka 2 warna;rim;;;
cb5941f5-7fc8-11e6-aed5-000476f4fa98;1.9.135;Cetak Kertas HVS, 70 gram 1/2 Folio 2 Muka 3 warna;rim;;;
cb594c93-7fc8-11e6-aed5-000476f4fa98;1.9.136;Cetak Kertas HVS, 70 gram 1/2 Folio 2 Muka full color;rim;;;
cb5957aa-7fc8-11e6-aed5-000476f4fa98;1.9.137;Cetak Kertas HVS, 70 gram 1/2 Kwarto 1 Muka 1 warna;rim;;;
cb59624d-7fc8-11e6-aed5-000476f4fa98;1.9.138;Cetak Kertas HVS, 70 gram 1/2 Kwarto 1 Muka 2 warna;rim;;;
cb596d9f-7fc8-11e6-aed5-000476f4fa98;1.9.139;Cetak Kertas HVS, 70 gram 1/2 Kwarto 1 Muka 3 warna;rim;;;
cb5978bb-7fc8-11e6-aed5-000476f4fa98;1.9.140;Cetak Kertas HVS, 70 gram 1/2 Kwarto 1 Muka full color;rim;;;
cb598393-7fc8-11e6-aed5-000476f4fa98;1.9.141;Cetak Kertas HVS, 70 gram 1/2 Kwarto 2 Muka 1 warna;rim;;;
cb598e51-7fc8-11e6-aed5-000476f4fa98;1.9.142;Cetak Kertas HVS, 70 gram 1/2 Kwarto 2 Muka 2 warna;rim;;;
cb599910-7fc8-11e6-aed5-000476f4fa98;1.9.143;Cetak Kertas HVS, 70 gram 1/2 Kwarto 2 Muka 3 warna;rim;;;
cb59a3d8-7fc8-11e6-aed5-000476f4fa98;1.9.144;Cetak Kertas HVS, 70 gram 1/2 Kwarto 2 Muka full color;rim;;;
cb59ae9c-7fc8-11e6-aed5-000476f4fa98;1.9.145;Cetak Kertas HVS, 70 gram Double Folio 1 Muka 1 warna;rim;;;
cb59b973-7fc8-11e6-aed5-000476f4fa98;1.9.146;Cetak Kertas HVS, 70 gram Double Folio 1 Muka 2 warna;rim;;;
cb59c441-7fc8-11e6-aed5-000476f4fa98;1.9.147;Cetak Kertas HVS, 70 gram Double Folio 1 Muka 3 warna;rim;;;
cb59d102-7fc8-11e6-aed5-000476f4fa98;1.9.148;Cetak Kertas HVS, 70 gram Double Folio 1 Muka full color;rim;;;
cb59d9f7-7fc8-11e6-aed5-000476f4fa98;1.9.149;Cetak Kertas HVS, 70 gram Double Folio 2 Muka 1 warna;rim;;;
cb59e2fd-7fc8-11e6-aed5-000476f4fa98;1.9.150;Cetak Kertas HVS, 70 gram Double Folio 2 Muka 2 warna;rim;;;
cb59ebf7-7fc8-11e6-aed5-000476f4fa98;1.9.151;Cetak Kertas HVS, 70 gram Double Folio 2 Muka 3 warna;rim;;;
cb59f64e-7fc8-11e6-aed5-000476f4fa98;1.9.152;Cetak Kertas HVS, 70 gram Double Folio 2 Muka full color;rim;;;
cb59ff42-7fc8-11e6-aed5-000476f4fa98;1.9.153;Cetak Kertas HVS, 70 gram Double Kwarto 1 Muka 1 warna;rim;;;
cb5a0820-7fc8-11e6-aed5-000476f4fa98;1.9.154;Cetak Kertas HVS, 70 gram Double Kwarto 1 Muka 2 warna;rim;;;
cb5a117c-7fc8-11e6-aed5-000476f4fa98;1.9.155;Cetak Kertas HVS, 70 gram Double Kwarto 1 Muka 3 warna;rim;;;
cb5a1acf-7fc8-11e6-aed5-000476f4fa98;1.9.156;Cetak Kertas HVS, 70 gram Double Kwarto 1 Muka full color;rim;;;
cb5a23bc-7fc8-11e6-aed5-000476f4fa98;1.9.157;Cetak Kertas HVS, 70 gram Double Kwarto 2 Muka 1 warna;rim;;;
cb5a2cdd-7fc8-11e6-aed5-000476f4fa98;1.9.158;Cetak Kertas HVS, 70 gram Double Kwarto 2 Muka 2 warna;rim;;;
cb5a35e9-7fc8-11e6-aed5-000476f4fa98;1.9.159;Cetak Kertas HVS, 70 gram Double Kwarto 2 Muka 3 warna;rim;;;
cb5a3faa-7fc8-11e6-aed5-000476f4fa98;1.9.160;Cetak Kertas HVS, 70 gram Double Kwarto 2 Muka full color;rim;;;
cb5a48a3-7fc8-11e6-aed5-000476f4fa98;1.9.161;Cetak Kertas HVS, 70 gram Folio 1 Muka 1 warna;rim;;;
cb5a51a4-7fc8-11e6-aed5-000476f4fa98;1.9.162;Cetak Kertas HVS, 70 gram Folio 1 Muka 2 warna;rim;;;
cb5a5aa1-7fc8-11e6-aed5-000476f4fa98;1.9.163;Cetak Kertas HVS, 70 gram Folio 1 Muka 3 warna;rim;;;
cb5a63b5-7fc8-11e6-aed5-000476f4fa98;1.9.164;Cetak Kertas HVS, 70 gram Folio 1 Muka full color;rim;;;
cb5a6cc9-7fc8-11e6-aed5-000476f4fa98;1.9.165;Cetak Kertas HVS, 70 gram Folio 2 Muka 1 warna;rim;;;
cb5a75de-7fc8-11e6-aed5-000476f4fa98;1.9.166;Cetak Kertas HVS, 70 gram Folio 2 Muka 2 warna;rim;;;
cb5a7efc-7fc8-11e6-aed5-000476f4fa98;1.9.167;Cetak Kertas HVS, 70 gram Folio 2 Muka 3 warna;rim;;;
cb5a882a-7fc8-11e6-aed5-000476f4fa98;1.9.168;Cetak Kertas HVS, 70 gram Folio 2 Muka full color;rim;;;
cb5a914c-7fc8-11e6-aed5-000476f4fa98;1.9.169;Cetak Kertas HVS, 70 gram Kwarto 1 Muka 1 warna;rim;;;
cb5a9a71-7fc8-11e6-aed5-000476f4fa98;1.9.170;Cetak Kertas HVS, 70 gram Kwarto 1 Muka 2 warna;rim;;;
cb5aa3a5-7fc8-11e6-aed5-000476f4fa98;1.9.171;Cetak Kertas HVS, 70 gram Kwarto 1 Muka 3 warna;rim;;;
cb5aad7f-7fc8-11e6-aed5-000476f4fa98;1.9.172;Cetak Kertas HVS, 70 gram Kwarto 1 Muka full color;rim;;;
cb5ab73b-7fc8-11e6-aed5-000476f4fa98;1.9.173;Cetak Kertas HVS, 70 gram Kwarto 2 Muka 1 warna;rim;;;
cb5ac08a-7fc8-11e6-aed5-000476f4fa98;1.9.174;Cetak Kertas HVS, 70 gram Kwarto 2 Muka 2 warna;rim;;;
cb5ac9d3-7fc8-11e6-aed5-000476f4fa98;1.9.175;Cetak Kertas HVS, 70 gram Kwarto 2 Muka 3 warna;rim;;;
cb5ad329-7fc8-11e6-aed5-000476f4fa98;1.9.176;Cetak Kertas HVS, 70 gram Kwarto 2 Muka full color;rim;;;
cb5adca5-7fc8-11e6-aed5-000476f4fa98;1.9.177;Cetak Kertas HVS, 70 gram Ukuran KTP 1 Muka 1 warna;rim;;;
cb5ae6cf-7fc8-11e6-aed5-000476f4fa98;1.9.178;Cetak Kertas HVS, 70 gram Ukuran KTP 1 Muka 2 warna;rim;;;
cb5af01a-7fc8-11e6-aed5-000476f4fa98;1.9.179;Cetak Kertas HVS, 70 gram Ukuran KTP 1 Muka 3 warna;rim;;;
cb5af95f-7fc8-11e6-aed5-000476f4fa98;1.9.180;Cetak Kertas HVS, 70 gram Ukuran KTP 1 Muka full color;rim;;;
cb5b02a8-7fc8-11e6-aed5-000476f4fa98;1.9.181;Cetak Kertas HVS, 70 gram Ukuran KTP 2 Muka 1 warna;rim;;;
cb5b0ca3-7fc8-11e6-aed5-000476f4fa98;1.9.182;Cetak Kertas HVS, 70 gram Ukuran KTP 2 Muka 2 warna;rim;;;
cb5b1601-7fc8-11e6-aed5-000476f4fa98;1.9.183;Cetak Kertas HVS, 70 gram Ukuran KTP 2 Muka 3 warna;rim;;;
cb5b1f68-7fc8-11e6-aed5-000476f4fa98;1.9.184;Cetak Kertas HVS, 70 gram Ukuran KTP 2 Muka full color;rim;;;
cb5b28e1-7fc8-11e6-aed5-000476f4fa98;1.9.185;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 1 Muka 1 warna;rim;;;
cb5b3255-7fc8-11e6-aed5-000476f4fa98;1.9.186;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 1 Muka 2 warna;rim;;;
cb5b3bb7-7fc8-11e6-aed5-000476f4fa98;1.9.187;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 1 Muka 3 warna;rim;;;
cb5b453b-7fc8-11e6-aed5-000476f4fa98;1.9.188;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 1 Muka full color;rim;;;
cb5b4fa0-7fc8-11e6-aed5-000476f4fa98;1.9.189;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 2 Muka 1 warna;rim;;;
cb5b592a-7fc8-11e6-aed5-000476f4fa98;1.9.190;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 2 Muka 2 warna;rim;;;
cb5b62c8-7fc8-11e6-aed5-000476f4fa98;1.9.191;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 2 Muka 3 warna;rim;;;
cb5b6c6c-7fc8-11e6-aed5-000476f4fa98;1.9.192;Cetak Kertas HVS, 70 gram Ukuran Kwitansi 2 Muka full color;rim;;;
cb5b7604-7fc8-11e6-aed5-000476f4fa98;1.9.193;Cetak Kertas HVS 80 gram  1/2 Folio 1 Muka 1 warna;rim;;;
cb5b7fa1-7fc8-11e6-aed5-000476f4fa98;1.9.194;Cetak Kertas HVS 80 gram  1/2 Folio 1 Muka 2 warna;rim;;;
cb5b893b-7fc8-11e6-aed5-000476f4fa98;1.9.195;Cetak Kertas HVS 80 gram  1/2 Folio 1 Muka 3 warna;rim;;;
cb5b92ec-7fc8-11e6-aed5-000476f4fa98;1.9.196;Cetak Kertas HVS 80 gram  1/2 Folio 1 Muka full color;rim;;;
cb5b9c94-7fc8-11e6-aed5-000476f4fa98;1.9.197;Cetak Kertas HVS 80 gram  1/2 Folio 2 Muka 1 warna;rim;;;
cb5ba647-7fc8-11e6-aed5-000476f4fa98;1.9.198;Cetak Kertas HVS 80 gram  1/2 Folio 2 Muka 2 warna;rim;;;
cb5baffb-7fc8-11e6-aed5-000476f4fa98;1.9.199;Cetak Kertas HVS 80 gram  1/2 Folio 2 Muka 3 warna;rim;;;
cb5bb9ba-7fc8-11e6-aed5-000476f4fa98;1.9.200;Cetak Kertas HVS 80 gram  1/2 Folio 2 Muka full color;rim;;;
cb5bc38c-7fc8-11e6-aed5-000476f4fa98;1.9.201;Cetak Kertas HVS 80 gram  1/2 Kwarto 1 Muka 1 warna;rim;;;
cb5bcd57-7fc8-11e6-aed5-000476f4fa98;1.9.202;Cetak Kertas HVS 80 gram  1/2 Kwarto 1 Muka 2 warna;rim;;;
cb5bd726-7fc8-11e6-aed5-000476f4fa98;1.9.203;Cetak Kertas HVS 80 gram  1/2 Kwarto 1 Muka 3 warna;rim;;;
cb5be27d-7fc8-11e6-aed5-000476f4fa98;1.9.204;Cetak Kertas HVS 80 gram  1/2 Kwarto 1 Muka full color;rim;;;
cb5bed0b-7fc8-11e6-aed5-000476f4fa98;1.9.205;Cetak Kertas HVS 80 gram  1/2 Kwarto 2 Muka 1 warna;rim;;;
cb5bf6b5-7fc8-11e6-aed5-000476f4fa98;1.9.206;Cetak Kertas HVS 80 gram  1/2 Kwarto 2 Muka 2 warna;rim;;;
cb5c0b3a-7fc8-11e6-aed5-000476f4fa98;1.9.207;Cetak Kertas HVS 80 gram  1/2 Kwarto 2 Muka 3 warna;rim;;;
cb5c1526-7fc8-11e6-aed5-000476f4fa98;1.9.208;Cetak Kertas HVS 80 gram  1/2 Kwarto 2 Muka full color;rim;;;
cb5c1eef-7fc8-11e6-aed5-000476f4fa98;1.9.209;Cetak Kertas HVS 80 gram Double Folio 1 Muka 1 warna;rim;;;
cb5c28c1-7fc8-11e6-aed5-000476f4fa98;1.9.210;Cetak Kertas HVS 80 gram  Double Folio 1 Muka 2 warna;rim;;;
cb5c3296-7fc8-11e6-aed5-000476f4fa98;1.9.211;Cetak Kertas HVS 80 gram  Double Folio 1 Muka 3 warna;rim;;;
cb5c3c75-7fc8-11e6-aed5-000476f4fa98;1.9.212;Cetak Kertas HVS 80 gram  Double Folio 1 Muka full color;rim;;;
cb5c465a-7fc8-11e6-aed5-000476f4fa98;1.9.213;Cetak Kertas HVS 80 gram  Double Folio 2 Muka 1 warna;rim;;;
cb5c5037-7fc8-11e6-aed5-000476f4fa98;1.9.214;Cetak Kertas HVS 80 gram  Double Folio 2 Muka 2 warna;rim;;;
cb5c5a24-7fc8-11e6-aed5-000476f4fa98;1.9.215;Cetak Kertas HVS 80 gram  Double Folio 2 Muka 3 warna;rim;;;
cb5c6428-7fc8-11e6-aed5-000476f4fa98;1.9.216;Cetak Kertas HVS 80 gram  Double Folio 2 Muka full color;rim;;;
cb5c6e1b-7fc8-11e6-aed5-000476f4fa98;1.9.217;Cetak Kertas HVS 80 gram  Double Kwarto 1 Muka 1 warna;rim;;;
cb5c7814-7fc8-11e6-aed5-000476f4fa98;1.9.218;Cetak Kertas HVS 80 gram  Double Kwarto 1 Muka 2 warna;rim;;;
cb5c828d-7fc8-11e6-aed5-000476f4fa98;1.9.219;Cetak Kertas HVS 80 gram  Double Kwarto 1 Muka 3 warna;rim;;;
cb5c8cf6-7fc8-11e6-aed5-000476f4fa98;1.9.220;Cetak Kertas HVS 80 gram  Double Kwarto 1 Muka full color;rim;;;
cb5c9714-7fc8-11e6-aed5-000476f4fa98;1.9.221;Cetak Kertas HVS 80 gram  Double Kwarto 2 Muka 1 warna;rim;;;
cb5ca137-7fc8-11e6-aed5-000476f4fa98;1.9.222;Cetak Kertas HVS 80 gram  Double Kwarto 2 Muka 2 warna;rim;;;
cb5cab5e-7fc8-11e6-aed5-000476f4fa98;1.9.223;Cetak Kertas HVS 80 gram  Double Kwarto 2 Muka 3 warna;rim;;;
cb5cb591-7fc8-11e6-aed5-000476f4fa98;1.9.224;Cetak Kertas HVS 80 gram  Double Kwarto 2 Muka full color;rim;;;
cb5cc05d-7fc8-11e6-aed5-000476f4fa98;1.9.225;Cetak Kertas HVS 80 gram  Folio 1 Muka 1 warna;rim;;;
cb5cca84-7fc8-11e6-aed5-000476f4fa98;1.9.226;Cetak Kertas HVS 80 gram  Folio 1 Muka 2 warna;rim;;;
cb5cd4a0-7fc8-11e6-aed5-000476f4fa98;1.9.227;Cetak Kertas HVS 80 gram  Folio 1 Muka 3 warna;rim;;;
cb5cded4-7fc8-11e6-aed5-000476f4fa98;1.9.228;Cetak Kertas HVS 80 gram  Folio 1 Muka full color;rim;;;
cb5ce908-7fc8-11e6-aed5-000476f4fa98;1.9.229;Cetak Kertas HVS 80 gram  Folio 2 Muka 1 warna;rim;;;
cb5cf3fd-7fc8-11e6-aed5-000476f4fa98;1.9.230;Cetak Kertas HVS 80 gram  Folio 2 Muka 2 warna;rim;;;
cb5cfdfe-7fc8-11e6-aed5-000476f4fa98;1.9.231;Cetak Kertas HVS 80 gram  Folio 2 Muka 3 warna;rim;;;
cb5d081e-7fc8-11e6-aed5-000476f4fa98;1.9.232;Cetak Kertas HVS 80 gram  Folio 2 Muka full color;rim;;;
cb5d1232-7fc8-11e6-aed5-000476f4fa98;1.9.233;Cetak Kertas HVS 80 gram  Kwarto 1 Muka 1 warna;rim;;;
cb5d1cbe-7fc8-11e6-aed5-000476f4fa98;1.9.234;Cetak Kertas HVS 80 gram  Kwarto 1 Muka 2 warna;rim;;;
cb5d273a-7fc8-11e6-aed5-000476f4fa98;1.9.235;Cetak Kertas HVS 80 gram  Kwarto 1 Muka 3 warna;rim;;;
cb5d3169-7fc8-11e6-aed5-000476f4fa98;1.9.236;Cetak Kertas HVS 80 gram  Kwarto 1 Muka full color;rim;;;
cb5d3b94-7fc8-11e6-aed5-000476f4fa98;1.9.237;Cetak Kertas HVS 80 gram  Kwarto 2 Muka 1 warna;rim;;;
cb5d45e4-7fc8-11e6-aed5-000476f4fa98;1.9.238;Cetak Kertas HVS 80 gram  Kwarto 2 Muka 2 warna;rim;;;
cb5d5008-7fc8-11e6-aed5-000476f4fa98;1.9.239;Cetak Kertas HVS 80 gram  Kwarto 2 Muka 3 warna;rim;;;
cb5d5a45-7fc8-11e6-aed5-000476f4fa98;1.9.240;Cetak Kertas HVS 80 gram  Kwarto 2 Muka full color;rim;;;
cb5d64ab-7fc8-11e6-aed5-000476f4fa98;1.9.241;Cetak Kertas HVS 80 gram  Ukuran KTP 1 Muka 1 warna;rim;;;
cb5d6ef1-7fc8-11e6-aed5-000476f4fa98;1.9.242;Cetak Kertas HVS 80 gram  Ukuran KTP 1 Muka 2 warna;rim;;;
cb5d795c-7fc8-11e6-aed5-000476f4fa98;1.9.243;Cetak Kertas HVS 80 gram  Ukuran KTP 1 Muka 3 warna;rim;;;
cb5d83c7-7fc8-11e6-aed5-000476f4fa98;1.9.244;Cetak Kertas HVS 80 gram  Ukuran KTP 1 Muka full color;rim;;;
cb5d8e30-7fc8-11e6-aed5-000476f4fa98;1.9.245;Cetak Kertas HVS 80 gram  Ukuran KTP 2 Muka 1 warna;rim;;;
cb5d9896-7fc8-11e6-aed5-000476f4fa98;1.9.246;Cetak Kertas HVS 80 gram  Ukuran KTP 2 Muka 2 warna;rim;;;
cb5da3d8-7fc8-11e6-aed5-000476f4fa98;1.9.247;Cetak Kertas HVS 80 gram  Ukuran KTP 2 Muka 3 warna;rim;;;
cb5dae5e-7fc8-11e6-aed5-000476f4fa98;1.9.248;Cetak Kertas HVS 80 gram  Ukuran KTP 2 Muka full color;rim;;;
cb5db964-7fc8-11e6-aed5-000476f4fa98;1.9.249;Cetak Kertas HVS 80 gram  Ukuran Kwitansi 1 Muka 1 warna;rim;;;
cb5dc463-7fc8-11e6-aed5-000476f4fa98;1.9.250;Cetak Kertas HVS 80 gram  Ukuran Kwitansi 1 Muka 2 warna;rim;;;
cb5dcf05-7fc8-11e6-aed5-000476f4fa98;1.9.251;Cetak Kertas HVS 80 gram  Ukuran Kwitansi 1 Muka 3 warna;rim;;;
cb5dd9b3-7fc8-11e6-aed5-000476f4fa98;1.9.252;Cetak Kertas HVS 80 gram  Ukuran Kwitansi 1 Muka full color;rim;;;
cb5de463-7fc8-11e6-aed5-000476f4fa98;1.9.253;Cetak Kertas HVS 80 gram  Ukuran Kwitansi 2 Muka 1 warna;rim;;;
cb5def0e-7fc8-11e6-aed5-000476f4fa98;1.9.254;Cetak Kertas HVS 80 gram  Ukuran Kwitansi 2 Muka 2 warna;rim;;;
cb5df9f0-7fc8-11e6-aed5-000476f4fa98;1.9.255;Cetak Kertas HVS 80 gram  Ukuran Kwitansi 2 Muka 3 warna;rim;;;
cb5e05f6-7fc8-11e6-aed5-000476f4fa98;1.9.256;Cetak Kertas HVS 80 gram  Ukuran Kwitansi 2 Muka full color;rim;;;
cb5e106e-7fc8-11e6-aed5-000476f4fa98;1.9.257;Cetak Kertas Doorslag 1/2 Folio 1 Muka 1 warna;rim;;;
cb5e1b49-7fc8-11e6-aed5-000476f4fa98;1.9.258;Cetak Kertas Doorslag 1/2 Folio 1 Muka 2 warna;rim;;;
cb5e25c5-7fc8-11e6-aed5-000476f4fa98;1.9.259;Cetak Kertas Doorslag 1/2 Folio 1 Muka 3 warna;rim;;;
cb5e304b-7fc8-11e6-aed5-000476f4fa98;1.9.260;Cetak Kertas Doorslag 1/2 Kwarto 1 Muka 1 warna;rim;;;
cb5e3ad8-7fc8-11e6-aed5-000476f4fa98;1.9.261;Cetak Kertas Doorslag 1/2 Kwarto 1 Muka 2 warna;rim;;;
cb5e4566-7fc8-11e6-aed5-000476f4fa98;1.9.262;Cetak Kertas Doorslag 1/2 Kwarto 1 Muka 3 warna;rim;;;
cb5e5000-7fc8-11e6-aed5-000476f4fa98;1.9.263;Cetak Kertas Doorslag Double Folio 1 Muka 1 warna;rim;;;
cb5e5b66-7fc8-11e6-aed5-000476f4fa98;1.9.264;Cetak Kertas Doorslag Double Folio 1 Muka 2 warna;rim;;;
cb5e6641-7fc8-11e6-aed5-000476f4fa98;1.9.265;Cetak Kertas Doorslag Double Folio 1 Muka 3 warna;rim;;;
cb5e70fe-7fc8-11e6-aed5-000476f4fa98;1.9.266;Cetak Kertas Doorslag Double Folio 1 Muka full color;rim;;;
cb5e7bc8-7fc8-11e6-aed5-000476f4fa98;1.9.267;Cetak Kertas Doorslag Double Kwarto 1 Muka 1 warna;rim;;;
cb5e868e-7fc8-11e6-aed5-000476f4fa98;1.9.268;Cetak Kertas Doorslag Double Kwarto 1 Muka 2 warna;rim;;;
cb5e9218-7fc8-11e6-aed5-000476f4fa98;1.9.269;Cetak Kertas Doorslag Double Kwarto 1 Muka 3 warna;rim;;;
cb5e9eb5-7fc8-11e6-aed5-000476f4fa98;1.9.270;Cetak Kertas Doorslag Double Kwarto 1 Muka full color;rim;;;
cb5ea7a2-7fc8-11e6-aed5-000476f4fa98;1.9.271;Cetak Kertas Doorslag Folio 1 Muka 1 warna;rim;;;
cb5eb08d-7fc8-11e6-aed5-000476f4fa98;1.9.272;Cetak Kertas Doorslag Folio 1 Muka 2 warna;rim;;;
cb5eb97f-7fc8-11e6-aed5-000476f4fa98;1.9.273;Cetak Kertas Doorslag Folio 1 Muka 3 warna;rim;;;
cb5ec269-7fc8-11e6-aed5-000476f4fa98;1.9.274;Cetak Kertas Doorslag Kwarto 1 Muka 1 warna;rim;;;
cb5ecb56-7fc8-11e6-aed5-000476f4fa98;1.9.275;Cetak Kertas Doorslag Kwarto 1 Muka 2 warna;rim;;;
cb5ed449-7fc8-11e6-aed5-000476f4fa98;1.9.276;Cetak Kertas Doorslag Kwarto 1 Muka 3 warna;rim;;;
cb5edd49-7fc8-11e6-aed5-000476f4fa98;1.9.277;Cetak Kertas Doorslag Ukuran KTP 1 Muka 1 warna;rim;;;
cb5ee659-7fc8-11e6-aed5-000476f4fa98;1.9.278;Cetak Kertas Doorslag Ukuran KTP 1 Muka 2 warna;rim;;;
cb5eef5f-7fc8-11e6-aed5-000476f4fa98;1.9.279;Cetak Kertas Doorslag Ukuran KTP 1 Muka 3 warna;rim;;;
cb5ef95f-7fc8-11e6-aed5-000476f4fa98;1.9.280;Cetak Kertas Doorslag Ukuran Kwitansi 1 Muka 1 warna;rim;;;
cb5f0292-7fc8-11e6-aed5-000476f4fa98;1.9.281;Cetak Kertas Doorslag Ukuran Kwitansi 1 Muka 2 warna;rim;;;
cb5f0c83-7fc8-11e6-aed5-000476f4fa98;1.9.282;Cetak Kertas Doorslag Ukuran Kwitansi 1 Muka 3 warna;rim;;;
cb5f1530-7fc8-11e6-aed5-000476f4fa98;1.9.283;Cetak Foto Uk 3 R;lbr;;;
cb5f1df3-7fc8-11e6-aed5-000476f4fa98;1.9.284;Cetak Foto Uk 4 R;lbr;;;
cb5f26c9-7fc8-11e6-aed5-000476f4fa98;1.9.285;Cetak Foto Uk 5 R;lbr;;;
cb5f2f8d-7fc8-11e6-aed5-000476f4fa98;1.9.286;Cetak Foto Uk 8 R;lbr;;;
cb5f3856-7fc8-11e6-aed5-000476f4fa98;1.9.287;Cetak Foto Uk 10 R;lbr;;;
cb5f4131-7fc8-11e6-aed5-000476f4fa98;1.9.288;Cetak Foto Uk 12 R;lbr;;;
cb5f4a17-7fc8-11e6-aed5-000476f4fa98;1.9.289;Cetak Foto Uk 14 R;lbr;;;
cb5f5300-7fc8-11e6-aed5-000476f4fa98;1.9.290;Cetak Foto Uk 20 R;lbr;;;
cb5f5c95-7fc8-11e6-aed5-000476f4fa98;1.9.291;Penggandaan/ Photokopi Buram                                                                    ;lbr;;;
cb5f665e-7fc8-11e6-aed5-000476f4fa98;1.9.292;Penggandaan/ Photokopi Double Folio ;lbr;;;
cb5f6f91-7fc8-11e6-aed5-000476f4fa98;1.9.293;Penggandaan/ Photokopi Double folio balak-balik;lbr;;;
cb5f78c1-7fc8-11e6-aed5-000476f4fa98;1.9.294;Penggandaan/ Photokopi  Folio Bolak-balik;lbr;;;
cb5f8275-7fc8-11e6-aed5-000476f4fa98;1.9.295;Penggandaan/ Photokopi  Folio HVS                                                             ;lbr;;;
cb5f8c31-7fc8-11e6-aed5-000476f4fa98;1.9.296;Penggandaan/ Photokopi Memperkecil double folio                                             ;lbr;;;
cb5f96b8-7fc8-11e6-aed5-000476f4fa98;1.9.297;Penggandaan/ Photokopi Memperkecil folio                                                          ;lbr;;;
cb5f9fe1-7fc8-11e6-aed5-000476f4fa98;1.9.298;Copy HVS A0 : 840 x 1888 mm;lbr;;;
cb5fa909-7fc8-11e6-aed5-000476f4fa98;1.9.299;Copy HVS A1 : 594 x 840 mm;lbr;;;
cb5fb23b-7fc8-11e6-aed5-000476f4fa98;1.9.300;Copy HVS A2 : 420 x 594 mm;lbr;;;
cb5fbb83-7fc8-11e6-aed5-000476f4fa98;1.9.301;Copy Kalkir A0 : 840 x 1888 mm;lbr;;;
cb5fc4cc-7fc8-11e6-aed5-000476f4fa98;1.9.302;Copy Kalkir A1 : 594 x 840 mm;lbr;;;
cb5fce1e-7fc8-11e6-aed5-000476f4fa98;1.9.303;Copy Kalkir A2 : 420 x 594 mm;lbr;;;
cb5fd75d-7fc8-11e6-aed5-000476f4fa98;1.9.304;Jilid lakban tebal < 5 cm;buku;;;
cb5fe0b6-7fc8-11e6-aed5-000476f4fa98;1.9.305;Jilid lakban tebal > 5 cm;buku;;;
